UID,PTL,Total_phosphorus_mgL,Total_nitrogen_mgL,Chlorophyll_a_ugL,Secchi_m,TNTP_mol,Comment,TSIchl,TSItp,TSIsd
6534,124,0.124,1.041,49.6,0.475,18.56441325,,68.8981500789,72.5979982315915,70.7273872439934
6535,36,0.036,0.521,0.05,0.95,32.00275786,,1.21186639643535,55.0359689260768,60.7391363721246
6536,129,0.129,1.316,34.08,0.55,22.55892301,,65.2166519862385,73.1593361419357,68.6148311808885
6537,25,0.025,1.26,3.47,1.375,111.4506792,,42.8051565667355,49.8580367131284,55.4110817345819
6538,131,0.131,2.668,2.732,2.9,45.03671576,,40.4593829681608,73.3778019894564,44.6575182799391
6541,191,0.191,0.958,6.613333333,0.25,11.09134782,,49.1319514468859,78.7322826782622,79.9765017437376
6542,29,0.029,0.216,0.637333333,3.66,16.47054372,,26.1809631245476,51.9656007858079,41.3035560457747
6543,144,0.144,3.031,53.6,0.5,46.54527787,,69.658996357833,74.7213488539792,69.9882508718688
6544,187,0.187,1.921,70.76923077,0.275,22.71631809,,72.3849525065316,78.4317423593351,78.6030820527573
6546,128,0.128,2.693,24.96,0.86,46.5241628,,62.161463271747,73.0488297476586,62.1733578410754
6547,46,0.046,0.734,25.76,2.5,35.28502352,,62.4709526611267,58.5167078301452,46.7962505536934
6548,38,0.038,0.791,3.424,4,46.03043403,,42.6742407857219,55.8037234681147,40.0234982562624
6549,27,0.027,0.266,3.368,1.765,21.78562659,,42.5124703354886,50.9508834972615,51.8129485515484
6550,48,0.048,1.2,15.5,0.825,55.283075,,57.4876406347062,59.1210543548921,62.7720789730499
6551,188,0.188,1.65,50.3,0.375,19.40788803,,69.0356298064069,78.5074758721853,74.133749535899
6552,29,0.029,0.431,1.095384615,,32.86483493,Secchi = 0 set to NA,31.4937454275592,51.9656007858079,
6553,61,0.061,0.271,11.456,1.655,9.824074311,,54.5218185162414,62.524408871261,52.7402274627737
6554,16,0.016,0.128,2.232,1.925,17.690584,,38.476429816732,43.5207598558049,50.5625168048703
6555,5,0.005,0.56,4.56,1.23,247.668176,,45.484934936793,27.0040183565642,57.0169258191719
6556,150,0.15,1.63,6.41,0.175,24.02970993,,48.8255994478486,75.3010211761668,85.1161876858948
6558,77.7,0.0777,0.731,6.7,3.28,20.80408125,,49.2596748339538,65.9605446547052,42.8831762832729
6559,62.6,0.0626,0.0626,1.4,9.605,2.211323,,33.9007926412541,62.8920669491059,27.4004904964623
6564,37,0.037,0.606,16.16,0.6,36.21788481,,57.8967081108418,55.425034359548,67.3609972384679
6566,203,0.203,1.956,6.8,0.75,21.30713196,,49.405010825506,79.5975249023934,64.1454986640302
6568,27,0.027,0.49,5.808,3.675,40.13141741,,47.8581078824957,50.9508834972615,41.2446193583002
6570,190,0.19,1.409,44.4,0.265,16.39870583,,67.8116791951885,78.6577418246789,79.1368467776711
6571,24,0.024,0.409,4.976,1.43,37.68462946,,46.3413845468358,49.2783643909408,54.8459112580431
6572,361,0.361,1.453,100.5333333,0.875,8.900421936,,75.8289004953858,87.7720670083269,61.9241873677194
6574,272,0.272,4.638,107.2,0.25,37.7063091,,76.458770199126,83.7523893414032,79.9765017437376
6575,96,0.096,1.855,33.6,1.35,42.72921005,,65.0775007169675,68.9637443188433,55.6754928227906
6576,55,0.055,0.429,4.7,0.55,17.2483194,,45.7815882105041,61.0541312303011,68.6148311808885
6577,88,0.088,1.958,21.6,0.36,49.20193675,,60.7431214171101,67.7281827655905,74.7219944769359
6584,71,0.071,0.775,24.64,0.7,24.13768063,,62.0348808703068,64.6800542539867,65.1396859421571
6585,76,0.076,1.674,121.2,0.46,48.70729871,,77.6629067423615,65.6464134320659,71.1897798566805
6586,204,0.204,1.264,40.8,0.78,13.70153075,,66.9821712186332,79.6673039125879,63.5803281874914
6587,35,0.035,0.371,25.4,0.88,23.4400238,,62.3328893971803,54.6359424731497,61.8420788834574
6590,14,0.014,0.153,0.892,2.375,24.16660136,,29.4788234737951,41.6246140805367,47.535386925818
6594,51,0.051,0.95,2.868,3.9,41.19131078,,40.9359623920536,59.9819239846854,40.388327869316
6596,11.6,0.0116,0.137,4,4.085,26.11648716,,44.1995476825861,38.9542723931949,39.7204938950246
6599,138,0.138,1.953,27.2,0.775,31.29502767,,63.0045585080922,74.1170023292323,63.6729973171509
6601,18,0.018,0.225,3.948,2.75,27.6415375,,44.0711814826138,45.1932789621255,45.4228308627131
6602,98,0.098,4.063,41.76,1.8,91.67964642,,67.2103210364647,69.2565381971221,51.5299941587605
6603,198,0.198,0.795,8.72,0.45,8.878796894,,51.8447247240039,79.2433918358624,71.5064959024981
6604,144,0.144,2.234,79.8,0.345,34.30621932,,73.563125578711,74.7213488539792,75.3352785207107
6606,53,0.053,0.885,8.564705882,0.91,36.92492179,,51.6684444562352,60.5281451724401,61.3590168911806
6608,41,0.041,0.365,8.44,2.01,19.68616817,,51.5245564474432,56.8827233472012,49.9398786549571
6609,103,0.103,0.678,19.71,0.33,14.55608732,,59.844847248625,69.9631516328608,75.9758284193564
6612,51,0.051,0.355,6.773333333,2.25,15.39254245,,49.3664646064709,59.9819239846854,48.3144955843227
6613,25,0.025,0.328,3.896,1.1,29.01255776,,43.9411132845046,49.8580367131284,58.6265803090197
6614,27,0.027,0.326,4.336,0.91,26.6996777,,44.9908017111874,50.9508834972615,61.3590168911806
6617,43,0.043,0.573,1.815,2.2,29.46716463,,36.4475984383019,57.5590416428486,48.6383294371509
6618,150,0.15,0.845,0.410133333,,12.45711957,Secchi = 0 set to NA,21.8566121671291,75.3010211761668,
6622,30,0.03,0.47,6.848,1.2,34.64406033,,49.4740146270149,52.4470028196026,57.3727463665991
6628,112,0.112,0.538,11.664,0.55,10.62224798,,54.6983353893624,71.1526839723903,68.6148311808885
6633,19,0.019,0.596,9.226666667,1.415,69.36571095,,52.3987798311726,45.9610335041635,54.9978634569182
6634,293,0.293,1.758,16.88,2.15,13.267938,,58.3243302887362,84.8084510480424,48.9696083947688
6636,68,0.068,1.194,8.16,0.68,38.82823032,,51.1935852976547,64.0670094135007,65.5573963485007
6642,4.1,0.0041,0.0698,3.4,2.49,37.64642571,,42.605236984213,24.1860150266857,46.854006142032
6643,68,0.068,0.358,12.096,1.15,11.64196521,,55.0551019786787,64.0670094135007,57.986030410374
6644,55,0.055,0.615,13.648,1.25,24.72661173,,56.2393472392509,61.0541312303011,56.7845014255622
6645,603,0.603,6.788,446.4,0.1,24.89296936,,90.4529231825683,95.057224193526,93.1802511900442
6646,87,0.087,0.95,13.4,0.2,24.14663046,,56.0594486752469,67.5658952848951,83.1920003181754
6647,26,0.026,0.436,7.9,1.35,37.08218569,,50.8759236704299,50.4149708399051,55.6754928227906
6654,751,0.751,3.088,62.8,0.3,9.092630391,,71.2129592707814,98.1739602550507,77.3492481103367
6656,801,0.801,2.003,6.433333333,0.065,5.529687851,,48.8612444385429,99.0892254483707,99.3878330109365
6659,12.3,0.0123,0.334,2.8,2.33,60.04730748,,40.7005664825472,39.7863095257729,47.8110382642067
6660,59,0.059,0.763,5.268571429,1.54,28.5972788,,46.9018582396985,62.0510317034612,53.778015379308
6661,215,0.215,0.708,7.82,0.25,7.281938065,,50.7760754802063,80.4130599994128,79.9765017437376
6662,45,0.045,0.708,47.1,0.55,34.79148187,,68.3907981400295,58.2046073547385,68.6148311808885
6663,44,0.044,0.503,5.68,2.45,25.27944248,,47.6394915931113,57.8854928016393,47.0873715661389
6664,43,0.043,0.574,5.237333333,1.48,29.51859074,,46.8435202608563,57.5590416428486,54.3506735151475
6665,23,0.023,0.291,2.568,5.55,27.97804317,,39.8520796549699,48.6740178661939,35.3041718610023
6666,239,0.239,1.656,88.8,0.325,15.32197024,,74.6114530364816,81.9157824374275,76.1958326927611
6667,21,0.021,0.195,3.71967655,2.05,20.53371357,,43.4867761798403,47.3822186156726,49.6559285807039
6668,30,0.03,0.65,11.4,0.915,47.91199833,,54.4737470164784,52.4470028196026,61.2800577895123
6669,5,0.005,0.56,4.28,1.3,247.668176,,44.8632790241143,27.0040183565642,56.2193309490235
6670,22,0.022,0.145,2.344,3.05,14.57462886,,38.9567355315219,48.0428028376881,43.9308096791756
6680,23,0.023,0.496,6.848,1.635,47.68766122,,49.4740146270149,48.6740178661939,52.9154271893278
6683,70,0.07,1.555,3.688,1.15,49.12296093,,43.4028770388615,64.4786324371009,57.986030410374
6684,236,0.236,2.693,62.8,0.45,25.23344423,,71.2129592707814,81.7364116313637,71.5064959024981
6685,68,0.068,0.851,8.112,0.475,27.67405696,,51.135709023587,64.0670094135007,70.7273872439934
6686,21,0.021,0.395,3.52,4,41.59393262,,42.9455023080742,47.3822186156726,40.0234982562624
6689,19,0.019,0.216,3.664,1.92,25.13925095,,43.3388289332246,45.9610335041635,50.5999940691681
6690,14,0.014,0.181,0.604,8.1075,28.58924736,,25.6539835949258,41.6246140805367,29.8429024519376
6692,6,0.006,0.173,2.284,4.82,63.75981317,,38.7023565424968,29.5929844630384,37.3363276966192
6693,3590,3.59,5.119,0.708,1.7,3.153137169,,27.2124972723206,120.389886237049,52.3536469021941
6694,10,0.01,0.218,0.912727273,8.4,48.2068414,,29.704168867705,36.8467083205154,29.3321811187121
6695,30,0.03,0.69,6.77,0.475,50.860429,,49.3616356627263,52.4470028196026,70.7273872439934
6696,1378,1.378,1.453,13.28,0.7,2.331678025,,55.9712022031137,106.793116012345,65.1396859421571
6697,272,0.272,3.125,48.96,0.35,25.40582491,,68.7707456907819,83.7523893414032,75.127936814026
6714,14,0.014,0.306,1.66,2.175,48.33320271,,35.5718806792345,41.6246140805367,48.8030169439693
6715,15,0.015,0.159,2.24,3.35,23.4400238,,38.5115282441548,42.6043128556514,42.5788814164892
6716,107,0.107,1.268,68.16,0.5,26.20521088,,72.0164258275316,70.5041694493591,69.9882508718688
6717,81,0.081,1.831,3.004,1.55,49.98681991,,41.3904578395775,66.5511779963486,53.6847464452821
6718,66,0.066,0.691,16.16,1.05,23.15188171,,57.8967081108418,63.6430973367752,59.2969337343185
6719,27,0.027,0.463,0.334,2,37.92009441,,19.8422138542867,50.9508834972615,50.0117491281312
6720,138,0.138,0.645,4.714666667,1.225,10.33553141,,45.8121533116922,74.1170023292323,57.0756224380077
6721,31,0.031,0.558,7.536,1.55,39.803814,,50.4131739806586,52.9126183036891,53.6847464452821
6722,45,0.045,0.506,12.97777778,1.075,24.86509862,,55.7453696185779,58.2046073547385,58.9578592666376
6723,1054,1.054,6.544,250,0.15,13.72950447,,84.7655316042287,102.986937753239,87.3374989822056
6724,23,0.023,0.353,5.266666667,2.6,33.93900083,,46.8983109605097,48.6740178661939,46.2310800771547
6731,30,0.03,0.225,0.704,,16.5849225,Secchi = 0 set to NA,27.1569163870956,52.4470028196026,
6735,181,0.181,1.014,48.4,0.175,12.3882957,,68.6578931726186,77.9686578439747,85.1161876858948
6741,10,0.01,0.135,1.143225806,6.2,29.8528605,,31.9131069636042,36.8467083205154,33.7082447015444
6742,78,0.078,0.883,11.296,0.655,25.03331037,,54.3838415581662,66.0152653389922,66.0971598246286
6744,79,0.079,0.899,60.48,0.45,25.16429591,,70.8436878996572,66.1961595050317,71.5064959024981
6746,25,0.025,0.246,2.136,1.65,21.75941832,,38.0451515759709,49.8580367131284,52.783828101181
6747,10,0.01,0.245,1.192,2.5,54.1774135,,32.3229554983894,36.8467083205154,46.7962505536934
6753,110,0.11,1.48,0.525,3.675,29.75234582,,24.2788576692091,70.8968211942523,41.2446193583002
6754,109,0.109,1.694,44,0.65,34.36679965,,67.7229003087382,70.7671399276538,66.2075818208923
6755,397,0.397,1.38,51.6,0.25,7.68671471,,69.2859476071025,89.1218951857581,79.9765017437376
6762,89,0.089,0.655,42.66666667,0.35,16.27434343,,67.4210303379837,67.8886364501964,75.127936814026
6768,241,0.241,1.271,87.7,0.575,11.66220553,,74.4891738328995,82.0341164555673,67.9742812822428
6774,62,0.062,1.808,55.8,0.875,64.485032,,70.0536016586891,62.7553082676403,61.9241873677194
6775,137,0.137,1.103,5.141333333,,17.80357131,Secchi = 0 set to NA,46.6620351260168,74.0137291467594,
6776,75,0.075,1.15,13.3,1,33.90695267,,55.9859651855838,65.4583312122156,60
6777,81,0.081,0.89,42.56,0.45,24.29725272,,67.3964746297776,66.5511779963486,71.5064959024981
6780,16,0.016,6.219,3.056,,859.5136086,Secchi = 0 set to NA,41.5588184074949,43.5207598558049,
6781,455,0.455,2.13,6.336,0.045,10.35190767,,48.711689490764,91.0582233491035,104.686747092542
6783,16,0.016,0.48,2.176,2.25,66.33969,,38.2271605074282,43.5207598558049,48.3144955843227
6789,18,0.018,0.401,4.12,3.01,49.26336239,,44.4895195325757,45.1932789621255,44.1210434650571
6792,9,0.009,0.176,1.68,5.175,43.24364978,,35.6893671134028,35.3505889981743,36.3122751228279
6793,21,0.021,0.445,2.064,2.225,46.85898738,,37.7087757651455,47.3822186156726,48.4755028459417
6794,167,0.167,1.07,40.09411765,0.25,14.16835695,,66.8109626853314,76.8255121363179,79.9765017437376
6795,29,0.029,0.135,0.92,7.09,10.29408983,,29.7820264163079,51.9656007858079,31.7753442427604
6796,95,0.095,1.024,29.33333333,0.83,23.83573423,,63.7452875970823,68.8150518607277,62.6850092217394
6797,3085,3.085,9.5,426,0.15,6.809584603,,89.9940499869025,118.237158496021,87.3374989822056
6798,26,0.026,0.395,5.536,1.15,33.59509942,,47.3875804616738,50.4149708399051,57.986030410374
6799,355,0.355,3.195,1.572,,19.901907,Secchi = 0 set to NA,35.0375406882088,87.5340726105509,
6800,49,0.049,0.465,15.728,1.15,20.98500398,,57.6308915470012,59.4138482331709,57.986030410374
6804,42,0.042,0.688,5.904,1.3,36.22357676,,48.0189311563951,57.2249085796238,56.2193309490235
6805,58,0.058,0.579,24.48,0.55,22.07510374,,61.9709718494889,61.8082907497591,68.6148311808885
6806,26,0.026,0.193,8.48,1.25,16.41482073,,51.5709395125754,50.4149708399051,56.7845014255622
6808,167,0.167,1.735,16.52,1.325,22.97392458,,58.1128490449907,76.8255121363179,55.9448464594958
6809,24,0.024,0.52,4.533333333,1.325,47.91199833,,45.4273981142436,49.2783643909408,55.9448464594958
6812,27,0.027,0.414,3.8,1.85,33.90695267,,43.6963604646443,50.9508834972615,51.1351749407097
6813,10,0.01,0.238,3.432,4.19,52.6294874,,42.6971346117483,36.8467083205154,39.3547824240104
6815,46,0.046,0.623,21.92,1,29.94900498,,60.887388723003,58.5167078301452,60
6816,25,0.025,1.055,4.149333333,1.45,93.3178306,,44.5591167279253,49.8580367131284,54.6457691518079
6818,9,0.009,0.191,3.664,4.015,46.92918811,,43.3388289332246,35.3505889981743,39.9695618239844
6821,3436,3.436,13.413,35.77142857,0.18,8.632268742,,65.6918364981821,119.767298620079,84.7102453488047
6823,93,0.093,0.471,31.36,1.05,11.199281,,64.4006806476805,68.5129128027763,59.2969337343185
6825,36,0.036,0.163,2.392,2.41,10.01237914,,39.1555936920271,55.0359689260768,47.3245785684881
6826,41,0.041,0.641,1.46,,34.57214739,Secchi = 0 set to NA,34.3124614344156,56.8827233472012,
6827,11,0.011,0.245,2.229090909,2.715,49.25219409,,38.4636355530251,38.2001128737369,45.6074079517092
6829,83,0.083,0.606,0.329142857,3.85,16.14532214,,19.6985059807076,66.8975366307117,40.5742659330014
6830,28,0.028,0.368,7.586206897,1.15,29.06310229,,50.478314138129,51.4673040444879,57.986030410374
6831,20,0.02,0.303,6.528,1.15,33.50154345,,49.0045470592623,46.6893982844667,57.986030410374
6832,14,0.014,0.3,5.19,1.865,47.38549286,,46.7544575693142,41.6246140805367,51.0188082248898
6833,10,0.01,0.27,11.19,,59.705721,Secchi = 0 set to NA,54.2913513239968,36.8467083205154,
6834,16,0.016,0.396,1.171428571,2.25,54.73024425,,32.1521774875691,43.5207598558049,48.3144955843227
6837,7,0.007,0.134,2.352,4.2,42.33104029,,38.9901597546569,31.7819241165854,39.3204319905809
6838,227,0.227,1.495,78,0.325,14.56355896,,73.3393135898249,81.1842902482359,76.1958326927611
6839,17,0.017,0.764,6.08,1.25,99.37945718,,48.3070960675449,44.3816294855983,56.7845014255622
6840,208,0.208,2.245,135.2,0.3,23.8674045,,78.735268155003,79.9430407317587,77.3492481103367
6841,254,0.254,2.75,59.2,0.44,23.94148917,,70.6338403259405,82.7801465916632,71.8303297553263
6843,306,0.306,2.424,14.9,0.3,17.5171469,,57.1003534990534,85.4249084477238,77.3492481103367
6848,33,0.033,0.696,15.9,1.475,46.63881236,,57.7375904615089,53.800407372824,54.3994383671004
6849,43,0.043,0.83,3.744,3.15,42.68367651,,43.5507162200165,57.5590416428486,43.465930654611
6851,68,0.068,0.643,21.71428571,0.485,20.91001013,,60.7948893453332,64.0670094135007,70.4271680517235
6852,840,0.84,2.508,11.64,,6.602378671,Secchi = 0 set to NA,54.6781294089953,99.7643068640905,
6853,322,0.322,3.775,42.576,0.725,25.92467182,,67.4001619066486,86.1486319467306,64.6340200236767
6854,7,0.007,0.176,1.52,6.85,55.59897829,,34.7075483849588,31.7819241165854,32.2715769207297
6856,108,0.108,0.7,14.72,1.05,14.33264907,,56.9811217814802,70.6362634251639,59.2969337343185
6858,6,0.006,0.133,1.74,6.45,49.01765983,,36.0336129607514,29.5929844630384,33.1386053150613
6860,35,0.035,0.59,37.28,0.69,37.27658771,,66.0970630701086,54.6359424731497,65.3470276488419
6865,43,0.043,1.054,7.04,1.65,54.20312656,,49.7452761493672,57.5590416428486,52.783828101181
6866,401,0.401,1.278,93,0.85,7.04755809,,75.0648010278335,89.2642522677533,62.3418977740629
6868,118,0.118,0.428,11.84,1.14,8.020730881,,54.845254404962,71.8937216674125,58.1118827387237
6869,193,0.193,1.339,47.8,0.15,15.34176941,,68.5355215234696,78.8802006824494,87.3374989822056
6870,28,0.028,0.383,4.64,0.95,30.24773961,,45.6555479327964,51.4673040444879,60.7391363721246
6871,709,0.709,1.931,10.8,1.05,6.022658269,,53.943347575817,97.3567484767562,59.2969337343185
6874,37,0.037,0.345,5.8,1.395,20.61909284,,47.8445861711888,55.425034359548,55.2029914759113
6875,48,0.048,0.314,1.762857143,3.65,14.46573796,,36.1616408798241,59.1210543548921,41.3429815149647
6876,22,0.022,0.586,6.704,2.45,58.90160355,,49.2655298027937,48.0428028376881,47.0873715661389
6877,63,0.063,0.658,25.25714286,0.425,23.09604022,,62.2775593023739,62.9825131147598,72.3301486459318
6888,103,0.103,1.901,2.224,,40.8128643,Secchi = 0 set to NA,38.4412053623696,69.9631516328608,
6889,14,0.014,0.119,1.35,4.035,18.7962455,,33.5440260519378,41.6246140805367,39.8979591921872
6905,77,0.077,0.611,22.24,1.1,17.5469916,,61.0295651246412,65.8320369903223,58.6265803090197
6915,62,0.062,2.034,72.8,1.175,72.545661,,72.6624935205379,62.7553082676403,57.6761259931399
6918,427,0.427,1.948,74,0.45,10.08819017,,72.8228785643329,90.1563329878465,71.5064959024981
6919,105,0.105,1.31,19.4,0.95,27.58888695,,59.6893287781397,70.2362369722368,60.7391363721246
6923,17,0.017,0.353,3.76,2.03,45.91747171,,43.5925499721117,44.3816294855983,49.7972042220962
6925,28,0.028,0.585,1.7,3.75,46.20085554,,35.8054631429199,51.4673040444879,40.9534983458548
6926,265,0.265,2.023,74.8,0.15,16.88115634,,72.9283634516581,83.3821635290044,87.3374989822056
6927,60,0.06,0.534,20,0.6,19.6807747,,59.9881336035647,62.2896927835538,67.3609972384679
6929,18,0.018,0.33,5.152,1.1,40.54092167,,46.6823667401481,45.1932789621255,58.6265803090197
6937,17,0.017,0.103,1.296,4.7,13.39801582,,33.1435622856941,44.3816294855983,37.6996242494023
6939,44,0.044,0.486,11.42857143,1.35,24.42506768,,54.4983027251444,57.8854928016393,55.6754928227906
6940,36,0.036,0.125,1.264,5,7.678204861,,32.898299511059,55.0359689260768,36.8079996818246
6944,20,0.02,0.208,0.664,5.775,22.9977592,,26.5830685995491,46.6893982844667,34.7315137251628
6945,26,0.026,0.415,2.593333333,1.9,35.29611712,,39.9483811245518,50.4149708399051,50.7508855002558
6946,13,0.013,0.07,0.6205,3.45,11.90712385,,25.9183768947494,40.5722808759538,42.1550273306665
6953,19,0.019,0.536,17.76,1.45,62.38258568,,58.8228671155031,45.9610335041635,54.6457691518079
6958,34,0.034,0.329,3.73,2.35,21.39780197,,43.5139647721627,54.2243194495495,47.6878751212711
6959,56,0.056,0.14,1.168,4.6,5.5283075,,32.1234231960232,61.3099940084391,38.0095286666363
6963,41,0.041,0.344,4.672,0.65,18.55353932,,45.7229708786093,56.8827233472012,66.2075818208923
6964,91,0.091,1.901,17.17333333,0.84,46.19478047,,58.4933399486815,68.2042049925393,62.5124323087563
6966,21,0.021,0.285,3.564,3.05,30.01081214,,43.06736722926,47.3822186156726,43.9308096791756
6967,24,0.024,0.596,9.338461538,2.15,54.91452117,,52.5169283221327,49.2783643909408,48.9696083947688
6968,6,0.006,0.218,1.776,4.65,80.34473567,,36.2345073532315,29.5929844630384,37.8537433655746
6969,820,0.82,2.698,5.333,0.045,7.275792017,,47.0210956691772,99.4221216316678,104.686747092542
6970,41,0.041,0.104,0.424,4.6,5.609209561,,22.1828059090107,56.8827233472012,38.0095286666363
6971,201,0.201,0.553,24.48,0.225,6.083888652,,61.9709718494889,79.4569296944389,81.4947467743669
6976,25,0.025,0.071,0.371,,6.28015732,Secchi = 0 set to NA,20.8728629473642,49.8580367131284,
6977,240,0.24,1.418,62.4,1.125,13.06523339,,71.1502753514325,81.9750727114563,58.3027464561915
6981,89,0.089,1.615,13.2,2.65,40.12681624,,55.9119270983007,67.8886364501964,45.9565955876269
6983,25,0.025,0.099,1.744,,8.75683908,Secchi = 0 set to NA,36.0561388030254,49.8580367131284,
6984,9,0.009,0.348,4.986666667,4.2,85.50448933,,46.3623909795011,35.3505889981743,39.3204319905809
6991,22,0.022,0.106,0.519,,10.65455627,,24.1660978070426,48.0428028376881,
6992,20,0.02,0.3,2.192,2.865,33.169845,,38.2990289607314,46.6893982844667,44.8324900740978
6999,15,0.015,0.146,1.02,6.875,21.52354387,,30.7942637737755,42.6043128556514,32.2190814164065
7000,1528,1.528,1.559,3.44,2.125,2.256186228,,42.7199751342899,108.260352570116,49.1381483277564
7001,36,0.036,0.958,21.04,1.25,58.84576206,,60.4854330549999,55.0359689260768,56.7845014255622
7002,51,0.051,0.659,11.2,2.3,28.5737619,,54.3001141651333,59.9819239846854,47.9977795385052
7004,22,0.022,0.568,4.581,2.85,57.09233927,,45.5300088592142,48.0428028376881,44.9081332924171
7005,25,0.025,1.085,6.8,1.45,95.9714182,,49.405010825506,49.8580367131284,54.6457691518079
7006,44,0.044,1.805,5.408,2.5,90.71450034,,47.1580963130459,57.8854928016393,46.7962505536934
7017,22,0.022,0.699,4.8,1.6,70.25976259,,45.9881221547348,48.0428028376881,53.227247702569
7020,25.3,0.0253,0.488,14,1.625,42.65318672,,56.4891524035257,50.0274224194153,53.0038323745857
7021,19,0.019,0.073,0.9328,3.24,8.496135737,,29.9175726141842,45.9610335041635,43.0599883175209
7022,42,0.042,1.62,6.616,1.2,85.29388714,,49.1359062952468,57.2249085796238,57.3727463665991
7023,344,0.344,1.11,33.9,0.275,7.135373634,,65.1647012911306,87.0871115347023,78.6030820527573
7026,52,0.052,0.254,1.756,2.5,10.80146235,,36.1234076380388,60.2576608038563,46.7962505536934
7027,32,0.032,0.186,2.821333333,1.35,12.85331494,,40.7750260418942,53.3634498197561,55.6754928227906
7028,71,0.071,0.97,26.8,0.425,30.21103254,,62.8592225165399,64.6800542539867,72.3301486459318
7039,545,0.545,1.978,41.952,0.55,8.025682374,,67.2553211153725,93.6211582842181,68.6148311808885
7041,50,0.05,0.86,14.34666667,0.81,38.0347556,,56.7291079249683,59.7007266770797,63.0364900612586
7042,18,0.018,0.401,2.682666667,2.75,49.26336239,,40.2806190964207,45.1932789621255,45.4228308627131
7043,7,0.007,0.313,2.901333333,0.85,98.87772843,,41.0493216370531,31.7819241165854,62.3418977740629
7052,45,0.045,0.744,10.22857143,2.875,36.56054027,,53.4100641147498,58.2046073547385,44.7822809640674
7053,114,0.114,0.561,66.56,0.61,10.88203687,,71.7833982437921,71.4040179672018,67.122809997351
7054,146,0.146,0.875,64.672,0.665,13.25279195,,71.5011110273801,74.9172140282584,65.8788223142817
7055,12,0.012,0.279,3.136,3.15,51.41325975,,41.8123208854089,39.4356744269896,43.465930654611
7056,12,0.012,0.308,0.858666667,,56.75729033,Secchi = 0 set to NA,29.1052063508291,39.4356744269896,
7057,23,0.023,0.211,1.56,0.8,20.28648491,,34.9623679065748,48.6740178661939,63.2154985744378
7058,38,0.038,0.688,7.9,1.4,40.03658484,,50.8759236704299,55.8037234681147,55.1514350702883
7059,490,0.49,3.28,109,0.275,14.80232539,,76.6221227246679,92.1105565536863,78.6030820527573
7061,91,0.091,1.31,20.4,0.7,31.8333311,,60.1823973773402,68.2042049925393,65.1396859421571
7062,316,0.316,3.55,93.71428571,2.75,24.84239446,,75.1398587768603,85.8815394329342,45.4228308627131
7063,130,0.13,1.356,21.216,0.35,23.06579991,,60.5671525733739,73.2689891964693,75.127936814026
7064,4.1,0.0041,0.127,3.4,4.9,68.49707829,,42.605236984213,24.1860150266857,37.0991206942701
7065,29,0.029,1.314,0.63,3.4,100.1958077,,26.0674321413578,51.9656007858079,42.3653960303253
7067,302,0.302,2.336,24.4,0.64,17.10480307,,61.9388605278547,85.2380636467232,66.4309971488755
7068,99,0.099,3.125,19.48,0.55,69.80186237,,59.7296992054832,69.4007018719112,68.6148311808885
7086,8,0.008,0.195,1.184,4.9,53.90099813,,32.2568946426904,33.6780698918537,37.0991206942701
7088,64,0.064,0.48,3.272,2.625,16.5849225,,42.2287879178443,63.2061397837073,46.0931842880119
7089,36,0.036,0.196,2.36,2.95,12.03942522,,39.0234704827581,55.0359689260768,44.4111874952316
7091,48,0.048,0.825,28.404,1.45,38.00711406,,63.4294591069377,59.1210543548921,54.6457691518079
7092,36,0.036,0.679,24.32,0.625,41.70800881,,61.9066437501311,55.0359689260768,66.7727522974311
7094,96,0.096,0.803,45.6,0.53,18.49679551,,68.0732946990646,68.9637443188433,69.1485959058023
7095,80,0.08,0.538,11.504,0.885,14.87114718,,54.562835997601,66.3747782123691,61.7604356055683
7096,5,0.005,0.216,0.912,9.32,95.5291536,,29.6963490158144,27.0040183565642,27.834536520469
7097,51,0.051,0.283,2.72,3.275,12.27067469,,40.4161987458206,59.9819239846854,42.9051595064532
7100,25,0.025,0.034,0.428,4.05,3.00739928,,22.2749192618427,49.8580367131284,39.8444897430832
7102,14,0.014,0.244,3.04,,38.54020086,Secchi = 0 set to NA,41.5073222262519,41.6246140805367,
7103,15,0.015,0.604,2.808,2.65,89.04260613,,40.7285550892646,42.6043128556514,45.9565955876269
7104,20,0.02,0.388,5.408,1.75,42.8996662,,47.1580963130459,46.6893982844667,51.9359364958506
7105,185,0.185,2.745,204.48,0.34,32.81125208,,82.7938123793658,78.2790527161122,75.5456472203695
7106,24,0.024,0.85,4.42,2.19,78.31768958,,45.1790304186391,49.2783643909408,48.7039787534326
7107,610,0.61,1.784,17.28,0.475,6.467213495,,58.5540831787177,95.2211171917765,70.7273872439934
7108,84,0.084,1.223,51.2,0.65,32.19580987,,69.209604809366,67.0675985435751,66.2075818208923
7109,30,0.03,0.349,2.902857143,0.55,25.72505757,,41.054472597038,52.4470028196026,68.6148311808885
7113,11,0.011,0.25,0.05,2.605,50.25734091,,1.21186639643535,38.2001128737369,46.2033951502912
7122,77,0.077,0.8,24.92,0.85,22.97478442,,62.1457295073479,65.8320369903223,62.3418977740629
7124,22,0.022,0.524,8.016,2.05,52.66969327,,51.01892193,48.0428028376881,49.6559285807039
7125,175,0.175,1.354,86,0.435,17.10932195,,74.2971469762469,77.4899608297139,71.9950172621447
